School,Role,Citations,Earliest_Pub,Field_1,Field_2,Major field
Florida State Universty,Professor,323,1985,Partial differential equations,,PDE
Florida State Universty,Professor,196,1998,Partial differential equations,,PDE
Florida State Universty,Professor,530,1982,Numerical analysis,,Computer Science
Florida State Universty,Professor,132,1999,Number theory,,Number theory
Florida State Universty,Professor,179,1969,Manifolds and cell complexes,,Geometry
Florida State Universty,Professor,113,1984,Manifolds and cell complexes,,Geometry
Florida State Universty,Professor,325,1986,Manifolds and cell complexes,,Geometry
Florida State Universty,Professor,304,1989,Manifolds and cell complexes,,Geometry
Florida State Universty,Professor,198,1986,"Global analysis, analysis on manifolds",,PDE
Florida State Universty,Professor,22,1999,Functions of a complex variable,,Complex Analysis
Florida State Universty,Professor,218,1982,Functions of a complex variable,,Complex Analysis
Florida State Universty,Professor,2491,1971,Fluid mechanics,,Applied Math
Florida State Universty,Professor,479,1978,Fluid mechanics,,Applied Math
Florida State Universty,Professor,1758,1994,Fluid mechanics,,Applied Math
Florida State Universty,Professor,416,1994,Field theory and polynomials,,Algebra
Florida State Universty,Professor,291,1986,Commutative rings and algebras,,Algebra
Florida State Universty,Professor,58,1990,Category theory; homological algebra,,Algebra
Florida State Universty,Professor,82,1993,Biology and other natural sciences,,Applied Math
Florida State Universty,Professor,122,2003,Biology and other natural sciences,,Applied Math
Florida State Universty,Professor,548,1987,Algebraic geometry,,Algebraic Geometry
George Mason University,Professor,173,1996,Partial differential equations,,PDE
George Mason University,Professor,329,1980,Partial differential equations,,PDE
George Mason University,Professor,641,1989,Partial differential equations,,PDE
George Mason University,Professor,500,2003,Partial differential equations,,PDE
George Mason University,Professor,451,1978,Operator theory,,Harmonic analysis
George Mason University,Professor,119,2002,Numerical analysis,,Computer Science
George Mason University,Professor,175,1998,Numerical analysis,,Computer Science
George Mason University,Professor,630,1982,"Global analysis, analysis on manifolds",,PDE
George Mason University,Professor,82,1987,General topology,,Geometry
George Mason University,Professor,598,1989,Fourier analysis,,Harmonic analysis
George Mason University,Professor,475,1993,Fluid mechanics,,Applied Math
George Mason University,Professor,142,1999,Differential geometry,,Geometry
George Mason University,Professor,197,1982,Convex and discrete geometry,,Geometry
George Mason University,Professor,445,1973,Convex and discrete geometry,,Geometry
George Mason University,Professor,276,1972,Combinatorics,Convex and discrete geometry,Combinatorics
George Washington University,Professor,1225,1993,"Statistical mechanics, structure of matter",,Mathematical Physics
George Washington University,Professor,405,1971,Numerical analysis,,Computer Science
George Washington University,Professor,29,1985,Numerical analysis,,Computer Science
George Washington University,Professor,414,1981,Mathematical logic and foundations,,Logic
George Washington University,Professor,1431,1978,Manifolds and cell complexes,,Geometry
George Washington University,Professor,254,1983,Dynamical systems and ergodic theory,,Dynamics
George Washington University,Professor,385,1985,Combinatorics,,Combinatorics
George Washington University,Professor,217,1986,Combinatorics,Associative rings and algebras,Combinatorics
George Washington University,Professor,219,1989,Combinatorics,,Combinatorics
George Washington University,Professor,285,1971,Abstract harmonic analysis,,Harmonic analysis
Georgetown University,Professor,59,2003,Statistics,,Statistics
Georgetown University,Professor,5,2004,Statistics,,Statistics
Georgetown University,Professor,1282,1981,Several complex variables and analytic spaces,Differential geometry,Complex Analysis
Georgetown University,Professor,99,1994,Partial differential equations,,PDE
Georgetown University,Professor,475,1996,Partial differential equations,,PDE
Georgetown University,Professor,300,1981,Partial differential equations,,PDE
Georgetown University,Professor,335,1988,Partial differential equations,,PDE
Georgetown University,Professor,62,1974,Ordinary differential equations,,Analysis
Georgia Institute of Technology,Professor,1078,1978,Statistics,,Statistics
Georgia Institute of Technology,Professor,752,1989,Probability theory and stochastic processes,,Probability
Georgia Institute of Technology,Professor,1145,1990,Probability theory and stochastic processes,,Probability
Georgia Institute of Technology,Professor,859,1990,Partial differential equations,,PDE
Georgia Institute of Technology,Professor,740,1994,Partial differential equations,,PDE
Georgia Institute of Technology,Professor,390,2001,Partial differential equations,,PDE
Georgia Institute of Technology,Professor,202,1990,Ordinary differential equations,,Analysis
Georgia Institute of Technology,Professor,159,1990,Operator theory,,Harmonic analysis
Georgia Institute of Technology,Professor,804,1986,Numerical analysis,,Computer Science
Georgia Institute of Technology,Professor,432,1994,Numerical analysis,,Computer Science
Georgia Institute of Technology,Professor,243,2001,Numerical analysis,Commutative rings and algebras,Computer Science
Georgia Institute of Technology,Professor,209,1999,Number theory,,Number theory
Georgia Institute of Technology,Professor,12,1997,Mechanics of deformable solids,,Applied Math
Georgia Institute of Technology,Professor,1037,1988,Manifolds and cell complexes,,Geometry
Georgia Institute of Technology,Professor,1369,1996,Manifolds and cell complexes,,Geometry
Georgia Institute of Technology,Professor,870,2002,Manifolds and cell complexes,,Geometry
Georgia Institute of Technology,Professor,218,2002,"Information and communication, circuits",,Computer Science
Georgia Institute of Technology,Professor,1157,1970,"Global analysis, analysis on manifolds",,PDE
Georgia Institute of Technology,Professor,3285,1986,General algebraic systems,Quantum theory,Algebra
Georgia Institute of Technology,Professor,1981,1987,Fourier analysis,,Harmonic analysis
Georgia Institute of Technology,Professor,1614,1989,Fourier analysis,,Harmonic analysis
Georgia Institute of Technology,Professor,256,1999,Fluid mechanics,,Applied Math
Georgia Institute of Technology,Professor,2250,1982,Dynamical systems and ergodic theory,,Dynamics
Georgia Institute of Technology,Professor,292,1997,Dynamical systems and ergodic theory,,Dynamics
Georgia Institute of Technology,Professor,188,1993,Differential geometry,,Geometry
Georgia Institute of Technology,Professor,272,1998,Differential geometry,,Geometry
Georgia Institute of Technology,Professor,2392,1984,Combinatorics,,Combinatorics
Georgia Institute of Technology,Professor,631,1988,Combinatorics,,Combinatorics
Georgia Institute of Technology,Professor,18,2000,Biology and other natural sciences,,Applied Math
Georgia Institute of Technology,Professor,1795,1980,Approximations and expansions,Functional analysis,Applied Math
Georgia Institute of Technology,Professor,1148,1999,Algebraic geometry,,Algebraic Geometry
Georgia State University,Professor,865,1995,Statistics,,Statistics
Georgia State University,Professor,100,1993,Statistics,,Statistics
Georgia State University,Professor,0,2008,Real functions,,Analysis
Georgia State University,Professor,163,1992,Numerical analysis,,Computer Science
Georgia State University,Professor,380,1973,Linear and multilinear algebra; matrix theory,,Algebra
Georgia State University,Professor,296,1990,Linear and multilinear algebra; matrix theory,,Algebra
Georgia State University,Professor,230,1998,Dynamical systems and ergodic theory,,Dynamics
Georgia State University,Professor,167,1997,Commutative rings and algebras,,Algebra
Georgia State University,Professor,609,1990,Combinatorics,,Combinatorics
Georgia State University,Professor,70,1983,Calculus of variations and optimal control; optimization,,Applied Math
Harvard University,Professor,1340,1967,"Topological groups, Lie groups",,Lie Groups
Harvard University,Professor,2340,1965,Several complex variables and analytic spaces,,Complex Analysis
Harvard University,Professor,4055,1986,Probability theory and stochastic processes,,Probability
Harvard University,Professor,1308,1976,"Operations research, mathematical programming",,Applied Math
Harvard University,Professor,4452,1959,Number theory,Algebraic geometry,Number theory
Harvard University,Professor,1242,1986,Number theory,,Number theory
Harvard University,Professor,992,1994,Number theory,,Number theory
Harvard University,Professor,826,1981,Mathematical logic and foundations,,Logic
Harvard University,Professor,2775,1978,Manifolds and cell complexes,,Geometry
Harvard University,Professor,2170,1981,Manifolds and cell complexes,,Geometry
Harvard University,Professor,3086,1984,"Global analysis, analysis on manifolds",Several complex variables and analytic spaces,PDE
Harvard University,Professor,14245,1970,Differential geometry,,Geometry
Harvard University,Professor,739,1996,Differential geometry,,Geometry
